transaction_id,transaction_datetime,branch_code,product_code,product_name,quantity,unit_price
T9467,2025-02-12 14:06:31,rg-02,kit_escolar_basico,Kit Escolar Basico,2,3913.39
T9468,2025-04-06 19:57:01,RG_01,kit_escolar_basico,Kit Escolar Basico,3,3706.73
T9469,2025-01-30 16:17:31,RG_01,kit_escolar_basico,Kit Escolar Basico,1,3829.06
T9470,2025-01-13 08:03:38,rg-02,kit_escolar_basico,Kit Escolar Basico,3,3773.73
T9471,2025-02-18 19:40:28,rg-02,kit_escolar_basico,Kit Escolar Basico,3,3907.41
T9472,2025-05-20 22:48:25,RG_01,kit_escolar_basico,Kit Escolar Basico,3,3712.12
T9473,2025-03-08 01:19:57,rg-02,kit_escolar_basico,Kit Escolar Basico,3,3711.43
T9474,2025-03-30 02:30:20,rg-02,kit_escolar_basico,Kit Escolar Basico,1,3686.74
T9475,2025-05-28 23:00:04,rg-02,kit_escolar_basico,Kit Escolar Basico,3,3726.73
T9476,2025-02-27 22:51:12,RG_01,kit_escolar_basico,Kit Escolar Basico,3,3877.9
T9477,2025-03-14 14:33:53,RG_01,kit_escolar_basico,Kit Escolar Basico,1,3859.85
T9478,2025-03-04 22:40:36,RG_01,kit_escolar_basico,Kit Escolar Basico,3,3797.4
T9479,2025-06-20 15:08:26,RG_01,kit_escolar_basico,Kit Escolar Basico,2,3910.65
T9480,2025-01-12 05:57:03,rg-02,kit_escolar_basico,Kit Escolar Basico,1,3740.92
T9481,2025-05-23 02:56:11,RG_01,kit_escolar_basico,Kit Escolar Basico,1,3796.81
T9482,2025-05-29 17:02:49,RG_01,kit_escolar_basico,Kit Escolar Basico,3,3714.67
T9483,2025-02-02 01:32:50,rg-02,kit_escolar_basico,Kit Escolar Basico,3,3746.43
T9484,2025-04-15 17:18:06,rg-02,kit_escolar_basico,Kit Escolar Basico,1,3858.2
T9485,2025-03-02 12:42:11,RG_01,kit_escolar_basico,Kit Escolar Basico,3,3776.97
T9486,2025-06-24 16:30:19,rg-02,kit_escolar_basico,Kit Escolar Basico,2,3804.01
T9487,2025-02-13 15:09:55,RG_01,kit_escolar_basico,Kit Escolar Basico,1,3700.6
T9488,2025-04-18 13:27:41,RG_01,kit_escolar_basico,Kit Escolar Basico,3,3738.47
T9489,2025-01-14 18:51:06,RG_01,kit_escolar_basico,Kit Escolar Basico,1,3847.39
T9490,2025-01-14 02:06:29,RG_01,kit_escolar_basico,Kit Escolar Basico,1,3892.44
T9491,2025-04-10 20:08:28,rg-02,kit_escolar_basico,Kit Escolar Basico,1,3740.27
T9492,2025-04-15 17:00:44,rg-02,kit_escolar_basico,Kit Escolar Basico,1,3716.17
T9493,2025-06-02 08:35:29,rg-02,kit_escolar_basico,Kit Escolar Basico,1,3793.84
T9494,2025-01-19 07:35:24,rg-02,kit_escolar_basico,Kit Escolar Basico,1,3708.1
T9495,2025-03-24 06:01:10,rg-02,kit_escolar_basico,Kit Escolar Basico,2,3779.73
T9496,2025-05-07 21:19:23,RG_01,kit_escolar_basico,Kit Escolar Basico,3,3910.39
T9497,2025-03-20 04:21:04,RG_01,kit_escolar_basico,Kit Escolar Basico,1,3852.03
T9498,2025-02-07 04:52:28,RG_01,kit_escolar_basico,Kit Escolar Basico,1,3729.37
T9499,2025-03-23 22:06:39,rg-02,kit_escolar_basico,Kit Escolar Basico,1,3727.84
T9500,2025-06-19 19:23:59,rg-02,kit_escolar_basico,Kit Escolar Basico,1,3896.5
T9501,2025-01-20 00:17:15,rg-02,kit_escolar_basico,Kit Escolar Basico,3,3697.53
T9502,2025-06-29 21:10:58,RG_01,kit_escolar_basico,Kit Escolar Basico,1,3857.81
T9503,2025-03-20 22:01:36,RG_01,kit_escolar_basico,Kit Escolar Basico,1,3796.73
T9504,2025-06-25 05:41:18,RG_01,kit_escolar_basico,Kit Escolar Basico,2,3699.37
T9505,2025-03-17 19:29:50,rg-02,kit_escolar_basico,Kit Escolar Basico,1,3746.47
T9506,2025-03-24 03:21:27,rg-02,kit_escolar_basico,Kit Escolar Basico,2,3844.82
T9507,2025-02-06 20:59:17,rg-02,kit_escolar_basico,Kit Escolar Basico,1,3753.65
T9508,2025-05-23 20:47:01,RG_01,kit_escolar_basico,Kit Escolar Basico,3,3809.62
T9509,2025-01-10 17:40:48,rg-02,kit_escolar_basico,Kit Escolar Basico,1,3819.19
T9510,2025-04-09 14:39:08,RG_01,kit_escolar_basico,Kit Escolar Basico,1,3704.27
T9511,2025-04-26 13:03:52,RG_01,kit_escolar_basico,Kit Escolar Basico,1,3701.5
T9512,2025-01-24 06:42:43,RG_01,kit_escolar_basico,Kit Escolar Basico,2,3900.68
T9513,2025-04-26 10:39:36,RG_01,kit_escolar_basico,Kit Escolar Basico,3,3695.06
T9514,2025-05-08 15:34:51,RG_01,kit_escolar_basico,Kit Escolar Basico,2,3819.08
T9515,2025-02-09 15:55:00,rg-02,kit_escolar_basico,Kit Escolar Basico,2,3838.7
T9516,2025-02-21 13:51:12,rg-02,kit_escolar_basico,Kit Escolar Basico,1,3776.24
T9517,2025-03-03 09:29:33,rg-02,kit_escolar_basico,Kit Escolar Basico,2,3897.82
T9518,2025-03-30 23:45:55,RG_01,kit_escolar_basico,Kit Escolar Basico,1,3827.62
T9519,2025-04-15 09:33:28,RG_01,kit_escolar_basico,Kit Escolar Basico,1,3734.6
T9520,2025-03-09 18:29:56,rg-02,kit_escolar_basico,Kit Escolar Basico,1,3886.84
T9521,2025-02-25 08:08:15,RG_01,kit_escolar_basico,Kit Escolar Basico,2,3721.97
T9522,2025-06-06 17:21:30,rg-02,kit_escolar_basico,Kit Escolar Basico,3,3835.11
T9523,2025-06-08 15:58:52,RG_01,kit_escolar_basico,Kit Escolar Basico,3,3812.45
T9524,2025-02-21 08:30:01,RG_01,kit_escolar_basico,Kit Escolar Basico,1,3712.32
T9525,2025-04-18 10:12:32,RG_01,kit_escolar_basico,Kit Escolar Basico,3,3721.44
T9526,2025-02-10 21:36:19,rg-02,kit_escolar_basico,Kit Escolar Basico,3,3849.62
T9527,2025-05-04 03:45:47,RG_01,kit_escolar_basico,Kit Escolar Basico,3,3880.46
T9528,2025-06-25 19:10:25,rg-02,kit_escolar_basico,Kit Escolar Basico,2,3893.06
T9529,2025-05-04 03:58:47,RG_01,kit_escolar_basico,Kit Escolar Basico,1,3782.58
T9530,2025-01-01 16:31:26,rg-02,kit_escolar_basico,Kit Escolar Basico,1,3762.05
T9531,2025-02-20 20:48:00,RG_01,kit_escolar_basico,Kit Escolar Basico,3,3722.84
T9532,2025-05-18 00:38:55,rg-02,kit_escolar_basico,Kit Escolar Basico,3,3783.51
T9533,2025-01-15 14:39:42,RG_01,kit_escolar_basico,Kit Escolar Basico,1,3901.47
T9534,2025-01-07 23:54:11,RG_01,kit_escolar_basico,Kit Escolar Basico,3,3876.29
T9535,2025-01-25 17:56:21,RG_01,kit_escolar_basico,Kit Escolar Basico,2,3695.54
T9536,2025-06-24 13:17:32,rg-02,kit_escolar_basico,Kit Escolar Basico,1,3767.58
T9537,2025-01-20 23:03:10,RG_01,kit_escolar_basico,Kit Escolar Basico,3,3766.64
T9538,2025-05-26 12:49:07,rg-02,kit_escolar_basico,Kit Escolar Basico,3,3721.24
T9539,2025-06-05 07:44:37,RG_01,kit_escolar_basico,Kit Escolar Basico,1,3870.86
T9540,2025-02-04 19:52:52,rg-02,kit_escolar_basico,Kit Escolar Basico,1,3853.94
T9541,2025-06-05 18:41:12,rg-02,kit_escolar_basico,Kit Escolar Basico,2,3838.74
T9542,2025-01-31 21:54:56,RG_01,kit_escolar_basico,Kit Escolar Basico,2,3865.52
T9543,2025-06-19 08:35:30,RG_01,kit_escolar_basico,Kit Escolar Basico,2,3694.83
T9544,2025-02-08 18:04:36,rg-02,kit_escolar_basico,Kit Escolar Basico,1,3872.18
T9545,2025-03-01 06:17:33,rg-02,kit_escolar_basico,Kit Escolar Basico,2,3873.08
T9546,2025-01-05 14:17:03,RG_01,kit_escolar_basico,Kit Escolar Basico,1,3836.49
T9547,2025-02-24 02:23:03,rg-02,kit_escolar_basico,Kit Escolar Basico,2,3883.07
T9548,2025-05-05 13:31:17,rg-02,kit_escolar_basico,Kit Escolar Basico,2,3802.14
T9549,2025-01-23 09:31:53,rg-02,kit_escolar_basico,Kit Escolar Basico,1,3885.96
T9550,2025-04-23 17:44:39,rg-02,kit_escolar_basico,Kit Escolar Basico,1,3905.46
T9551,2025-01-22 01:11:32,rg-02,kit_escolar_basico,Kit Escolar Basico,1,3822.02
T9552,2025-06-02 17:01:15,rg-02,kit_escolar_basico,Kit Escolar Basico,3,3757.52
T9553,2025-06-24 15:59:45,RG_01,kit_escolar_basico,Kit Escolar Basico,2,3817.46
T9554,2025-05-18 15:10:43,rg-02,kit_escolar_basico,Kit Escolar Basico,1,3785.42
T9555,2025-03-25 17:59:29,RG_01,kit_escolar_basico,Kit Escolar Basico,2,3701.95
T9556,2025-03-02 22:57:10,rg-02,kit_escolar_basico,Kit Escolar Basico,3,3837.25
T9557,2025-06-24 18:31:20,RG_01,kit_escolar_basico,Kit Escolar Basico,3,3754.47
T9558,2025-03-21 07:14:56,rg-02,kit_escolar_basico,Kit Escolar Basico,3,3760.37
T9559,2025-01-25 17:12:14,rg-02,kit_escolar_basico,Kit Escolar Basico,3,3729.74
T9560,2025-05-26 06:33:35,rg-02,kit_escolar_basico,Kit Escolar Basico,3,3891.84
T9561,2025-04-17 09:34:20,rg-02,kit_escolar_basico,Kit Escolar Basico,2,3876.09
T9562,2025-02-10 19:31:20,rg-02,kit_escolar_basico,Kit Escolar Basico,2,3784.01
T9563,2025-03-27 18:52:19,rg-02,kit_escolar_basico,Kit Escolar Basico,2,3786.81
T9564,2025-04-02 21:12:26,RG_01,kit_escolar_basico,Kit Escolar Basico,3,3866.97
T9565,2025-01-17 11:10:33,RG_01,kit_escolar_basico,Kit Escolar Basico,3,3750.7
T9566,2025-06-08 22:07:47,rg-02,kit_escolar_basico,Kit Escolar Basico,1,3903.06
T9567,2025-03-02 06:39:34,RG_01,kit_escolar_basico,Kit Escolar Basico,3,3737.22
T9568,2025-01-05 17:49:50,RG_01,kit_escolar_basico,Kit Escolar Basico,1,3696.54
T9569,2025-06-15 00:03:52,rg-02,kit_escolar_basico,Kit Escolar Basico,3,3861.22
T9570,2025-06-22 01:41:50,rg-02,kit_escolar_basico,Kit Escolar Basico,2,3829.59
T9571,2025-05-16 05:14:45,RG_01,kit_escolar_basico,Kit Escolar Basico,3,3773.55
T9572,2025-01-29 15:43:56,rg-02,kit_escolar_basico,Kit Escolar Basico,1,3835.58
T9573,2025-06-01 03:42:07,RG_01,kit_escolar_basico,Kit Escolar Basico,1,3782.93
T9574,2025-04-11 13:51:29,RG_01,kit_escolar_basico,Kit Escolar Basico,3,3791.92
T9575,2025-03-30 15:15:58,RG_01,kit_escolar_basico,Kit Escolar Basico,1,3716.4
T9576,2025-04-14 03:15:14,rg-02,kit_escolar_basico,Kit Escolar Basico,3,3911.24
T9577,2025-04-29 23:10:00,rg-02,kit_escolar_basico,Kit Escolar Basico,2,3871.82
T9578,2025-03-28 14:06:28,rg-02,kit_escolar_basico,Kit Escolar Basico,3,3890.56
T9579,2025-02-20 07:55:12,rg-02,kit_escolar_basico,Kit Escolar Basico,2,3857.41
T9580,2025-04-05 02:23:08,rg-02,kit_escolar_basico,Kit Escolar Basico,3,3828.9
T9581,2025-01-16 01:05:54,rg-02,kit_escolar_basico,Kit Escolar Basico,2,3848.69
T9582,2025-03-07 05:09:46,RG_01,kit_escolar_basico,Kit Escolar Basico,2,3758.89
T9583,2025-01-30 06:55:18,RG_01,kit_escolar_basico,Kit Escolar Basico,1,3738.73
T9584,2025-02-11 13:05:33,RG_01,kit_escolar_basico,Kit Escolar Basico,3,3700.64
T9585,2025-04-16 08:45:04,rg-02,kit_escolar_basico,Kit Escolar Basico,2,3792.23
T9586,2025-06-11 17:33:15,RG_01,kit_escolar_basico,Kit Escolar Basico,1,3781.79
T9587,2025-03-15 20:42:14,RG_01,kit_escolar_basico,Kit Escolar Basico,3,3794.75
T9588,2025-05-27 07:26:54,rg-02,kit_escolar_basico,Kit Escolar Basico,2,3774.92
T9589,2025-05-26 03:40:31,rg-02,kit_escolar_basico,Kit Escolar Basico,3,3853.5
T9590,2025-02-12 14:34:44,RG_01,kit_escolar_basico,Kit Escolar Basico,2,3748.23
T9591,2025-03-17 12:12:21,rg-02,kit_escolar_basico,Kit Escolar Basico,1,3762.64
T9592,2025-02-02 01:09:51,rg-02,kit_escolar_basico,Kit Escolar Basico,3,3877.64
T9593,2025-04-14 17:11:47,RG_01,kit_escolar_basico,Kit Escolar Basico,3,3692.15
T9594,2025-04-20 14:15:26,rg-02,kit_escolar_basico,Kit Escolar Basico,3,3837.16
T9595,2025-03-25 05:28:49,RG_01,kit_escolar_basico,Kit Escolar Basico,3,3716.94
T9596,2025-01-10 18:20:36,rg-02,kit_escolar_basico,Kit Escolar Basico,1,3745.32
T9597,2025-03-30 07:03:08,rg-02,kit_escolar_basico,Kit Escolar Basico,1,3760.52
T9598,2025-05-27 00:37:11,rg-02,kit_escolar_basico,Kit Escolar Basico,2,3902.87
T9599,2025-06-12 02:58:00,rg-02,kit_escolar_basico,Kit Escolar Basico,2,3704.67
T9600,2025-04-15 17:52:29,RG_01,kit_escolar_basico,Kit Escolar Basico,3,3697.88
T9601,2025-05-07 05:53:27,rg-02,kit_escolar_basico,Kit Escolar Basico,1,3701.64
T9602,2025-02-18 00:25:25,RG_01,kit_escolar_basico,Kit Escolar Basico,1,3731.45
T9603,2025-01-30 14:09:11,RG_01,kit_escolar_basico,Kit Escolar Basico,3,3740.39
T9604,2025-01-23 05:05:36,rg-02,kit_escolar_basico,Kit Escolar Basico,3,3814.59
T9605,2025-05-16 19:44:34,RG_01,kit_escolar_basico,Kit Escolar Basico,2,3744.42
T9606,2025-04-28 15:39:52,rg-02,kit_escolar_basico,Kit Escolar Basico,1,3824.45
T9607,2025-03-02 09:32:47,RG_01,kit_escolar_basico,Kit Escolar Basico,1,3710.65
T9608,2025-04-22 19:24:26,RG_01,kit_escolar_basico,Kit Escolar Basico,2,3840.44
T9609,2025-05-19 20:12:36,rg-02,kit_escolar_basico,Kit Escolar Basico,2,3731.22
T9610,2025-05-16 09:09:17,RG_01,kit_escolar_basico,Kit Escolar Basico,1,3862.13
T9611,2025-03-09 10:05:12,USH01,kit_escolar_basico,Kit Escolar Basico,1,3807.47
T9612,2025-04-09 05:56:53,ush-02,kit_escolar_basico,Kit Escolar Basico,1,3833.64
T9613,2025-06-09 16:20:23,USH01,kit_escolar_basico,Kit Escolar Basico,2,3797.77
T9614,2025-05-04 10:02:28,ush-02,kit_escolar_basico,Kit Escolar Basico,2,3889.28
T9615,2025-03-26 13:31:01,ush-02,kit_escolar_basico,Kit Escolar Basico,1,3726.16
T9616,2025-04-01 06:28:07,ush-02,kit_escolar_basico,Kit Escolar Basico,2,3785.31
T9617,2025-06-15 09:16:15,ush-02,kit_escolar_basico,Kit Escolar Basico,2,3741.97
T9618,2025-06-21 04:41:56,USH01,kit_escolar_basico,Kit Escolar Basico,2,3788.78
T9619,2025-03-07 07:43:18,ush-02,kit_escolar_basico,Kit Escolar Basico,2,3692.54
T9620,2025-04-05 16:08:50,ush-02,kit_escolar_basico,Kit Escolar Basico,1,3734.36
T9621,2025-02-24 07:18:10,ush-02,kit_escolar_basico,Kit Escolar Basico,2,3886.71
T9622,2025-04-11 07:39:26,ush-02,kit_escolar_basico,Kit Escolar Basico,1,3902.16
T9623,2025-05-20 19:47:28,USH01,kit_escolar_basico,Kit Escolar Basico,1,3778.67
T9624,2025-05-06 10:07:32,USH01,kit_escolar_basico,Kit Escolar Basico,2,3848.3
T9625,2025-01-19 01:39:36,ush-02,kit_escolar_basico,Kit Escolar Basico,1,3753.09
T9626,2025-03-01 11:01:24,ush-02,kit_escolar_basico,Kit Escolar Basico,1,3837.38
T9627,2025-04-18 11:22:15,ush-02,kit_escolar_basico,Kit Escolar Basico,2,3807.05
T9628,2025-03-10 07:33:21,ush-02,kit_escolar_basico,Kit Escolar Basico,2,3846.25
T9629,2025-02-18 19:37:33,ush-02,kit_escolar_basico,Kit Escolar Basico,2,3738.56
T9630,2025-01-24 05:09:55,USH01,kit_escolar_basico,Kit Escolar Basico,2,3855.38
T9631,2025-02-12 00:25:31,USH01,kit_escolar_basico,Kit Escolar Basico,1,3854.4
T9632,2025-01-20 12:29:08,ush-02,kit_escolar_basico,Kit Escolar Basico,2,3875.84
T9633,2025-03-12 01:49:39,ush-02,kit_escolar_basico,Kit Escolar Basico,1,3726.91
T9634,2025-02-23 06:23:00,USH01,kit_escolar_basico,Kit Escolar Basico,1,3696.38
T9635,2025-05-16 10:12:02,USH01,kit_escolar_basico,Kit Escolar Basico,2,3901.25
T9636,2025-06-19 11:10:07,ush-02,kit_escolar_basico,Kit Escolar Basico,1,3688.8
T9637,2025-04-03 22:58:11,ush-02,kit_escolar_basico,Kit Escolar Basico,2,3786.43
T9638,2025-02-19 00:38:04,USH01,kit_escolar_basico,Kit Escolar Basico,1,3900.56
T9639,2025-06-09 15:20:11,ush-02,kit_escolar_basico,Kit Escolar Basico,1,3700.9
T9640,2025-04-23 01:06:48,ush-02,kit_escolar_basico,Kit Escolar Basico,1,3829.51
T9641,2025-01-29 23:18:40,USH01,kit_escolar_basico,Kit Escolar Basico,1,3870.94
T9642,2025-02-18 04:39:13,ush-02,kit_escolar_basico,Kit Escolar Basico,1,3713.01
T9643,2025-05-31 14:59:38,ush-02,kit_escolar_basico,Kit Escolar Basico,1,3805.15
T9644,2025-02-27 17:45:57,ush-02,kit_escolar_basico,Kit Escolar Basico,2,3882.12
T9645,2025-04-21 10:00:19,ush-02,kit_escolar_basico,Kit Escolar Basico,2,3827.59
T9646,2025-05-02 11:06:40,USH01,kit_escolar_basico,Kit Escolar Basico,1,3734.11
T9647,2025-02-16 13:51:09,USH01,kit_escolar_basico,Kit Escolar Basico,1,3725.63
T9648,2025-01-01 12:28:11,USH01,kit_escolar_basico,Kit Escolar Basico,1,3779.14
T9649,2025-01-07 08:06:45,ush-02,kit_escolar_basico,Kit Escolar Basico,2,3738.78
T9650,2025-01-14 19:43:18,ush-02,kit_escolar_basico,Kit Escolar Basico,2,3842.72
T9651,2025-03-24 13:17:28,ush-02,kit_escolar_basico,Kit Escolar Basico,1,3712.17
T9652,2025-06-26 09:30:15,USH01,kit_escolar_basico,Kit Escolar Basico,1,3746.56
T9653,2025-01-12 13:56:00,USH01,kit_escolar_basico,Kit Escolar Basico,1,3723.83
T9654,2025-03-27 06:36:12,ush-02,kit_escolar_basico,Kit Escolar Basico,2,3714.35
T9655,2025-02-22 20:45:33,ush-02,kit_escolar_basico,Kit Escolar Basico,2,3800.11
T9656,2025-04-27 03:03:10,rg-02,resaltador_amarillo,Resaltador Amarillo,1,1215.49
T9657,2025-03-04 14:07:38,rg-02,resaltador_amarillo,Resaltador Amarillo,3,1257.78
T9658,2025-02-14 10:51:54,RG_01,resaltador_amarillo,Resaltador Amarillo,1,1284.64
T9659,2025-06-09 12:06:01,RG_01,resaltador_amarillo,Resaltador Amarillo,3,1232.71
T9660,2025-04-02 08:41:33,RG_01,resaltador_amarillo,Resaltador Amarillo,1,1251.42
T9661,2025-02-05 05:48:02,rg-02,resaltador_amarillo,Resaltador Amarillo,2,1287.27
T9662,2025-06-08 02:39:23,rg-02,resaltador_amarillo,Resaltador Amarillo,3,1249.38
T9663,2025-03-09 13:36:57,RG_01,resaltador_amarillo,Resaltador Amarillo,2,1243.13
T9664,2025-01-21 07:28:14,rg-02,resaltador_amarillo,Resaltador Amarillo,3,1276.83
T9665,2025-05-15 16:45:13,rg-02,resaltador_amarillo,Resaltador Amarillo,2,1249.66
T9666,2025-01-08 03:01:15,rg-02,resaltador_amarillo,Resaltador Amarillo,3,1246.61
T9667,2025-03-04 18:33:54,rg-02,resaltador_amarillo,Resaltador Amarillo,2,1221.19
T9668,2025-06-10 04:26:21,rg-02,resaltador_amarillo,Resaltador Amarillo,3,1286.61
T9669,2025-01-11 12:36:33,rg-02,resaltador_amarillo,Resaltador Amarillo,2,1226.57
T9670,2025-05-27 21:16:50,rg-02,resaltador_amarillo,Resaltador Amarillo,3,1249.89
T9671,2025-02-09 12:39:00,rg-02,resaltador_amarillo,Resaltador Amarillo,1,1232.53
T9672,2025-03-27 01:46:08,RG_01,resaltador_amarillo,Resaltador Amarillo,2,1278.56
T9673,2025-01-06 14:32:28,rg-02,resaltador_amarillo,Resaltador Amarillo,1,1285.49
T9674,2025-01-31 18:05:44,RG_01,resaltador_amarillo,Resaltador Amarillo,3,1235.81
T9675,2025-03-21 05:22:27,RG_01,resaltador_amarillo,Resaltador Amarillo,3,1219.49
T9676,2025-01-23 19:25:54,RG_01,resaltador_amarillo,Resaltador Amarillo,2,1261.08
T9677,2025-05-20 03:36:48,RG_01,resaltador_amarillo,Resaltador Amarillo,2,1234.39
T9678,2025-06-12 02:05:43,rg-02,resaltador_amarillo,Resaltador Amarillo,2,1248.69
T9679,2025-03-30 16:46:45,rg-02,resaltador_amarillo,Resaltador Amarillo,1,1253.84
T9680,2025-06-29 00:13:01,rg-02,resaltador_amarillo,Resaltador Amarillo,1,1257.45
T9681,2025-02-23 15:24:22,RG_01,resaltador_amarillo,Resaltador Amarillo,1,1270.45
T9682,2025-06-02 23:01:45,rg-02,resaltador_amarillo,Resaltador Amarillo,2,1250.58
T9683,2025-05-21 23:38:34,RG_01,resaltador_amarillo,Resaltador Amarillo,2,1234.89
T9684,2025-03-28 17:03:42,rg-02,resaltador_amarillo,Resaltador Amarillo,1,1252.89
T9685,2025-04-18 04:07:17,rg-02,resaltador_amarillo,Resaltador Amarillo,2,1269.72
T9686,2025-03-04 11:35:28,rg-02,resaltador_amarillo,Resaltador Amarillo,2,1277.72
T9687,2025-03-16 08:46:24,RG_01,resaltador_amarillo,Resaltador Amarillo,3,1230.02
T9688,2025-03-03 18:48:32,rg-02,resaltador_amarillo,Resaltador Amarillo,1,1268.35
T9689,2025-05-09 21:00:50,rg-02,resaltador_amarillo,Resaltador Amarillo,2,1271.93
T9690,2025-01-08 04:31:26,RG_01,resaltador_amarillo,Resaltador Amarillo,2,1221.97
T9691,2025-06-19 18:01:20,rg-02,resaltador_amarillo,Resaltador Amarillo,1,1275.88
T9692,2025-06-26 18:57:56,RG_01,resaltador_amarillo,Resaltador Amarillo,3,1246.77
T9693,2025-06-19 02:50:30,RG_01,resaltador_amarillo,Resaltador Amarillo,2,1261.61
T9694,2025-04-02 03:59:05,RG_01,resaltador_amarillo,Resaltador Amarillo,1,1271.11
T9695,2025-05-02 00:35:57,rg-02,resaltador_amarillo,Resaltador Amarillo,2,1264.45
T9696,2025-06-15 12:11:54,RG_01,resaltador_amarillo,Resaltador Amarillo,2,1263.08
T9697,2025-05-02 17:05:45,rg-02,resaltador_amarillo,Resaltador Amarillo,2,1266.4
T9698,2025-01-07 23:18:06,rg-02,resaltador_amarillo,Resaltador Amarillo,3,1258.81
T9699,2025-05-13 21:31:59,RG_01,resaltador_amarillo,Resaltador Amarillo,3,1281.57
T9700,2025-01-18 13:11:53,RG_01,resaltador_amarillo,Resaltador Amarillo,3,1245.05
T9701,2025-05-17 16:22:08,RG_01,resaltador_amarillo,Resaltador Amarillo,3,1277.94
T9702,2025-05-15 18:16:47,rg-02,resaltador_amarillo,Resaltador Amarillo,1,1234.96
T9703,2025-03-04 23:41:43,RG_01,resaltador_amarillo,Resaltador Amarillo,1,1272.21
T9704,2025-03-14 18:53:09,rg-02,resaltador_amarillo,Resaltador Amarillo,2,1244.8
T9705,2025-03-22 00:18:01,RG_01,resaltador_amarillo,Resaltador Amarillo,3,1254.94
T9706,2025-02-03 23:52:56,RG_01,resaltador_amarillo,Resaltador Amarillo,1,1218.42
T9707,2025-05-13 15:38:16,rg-02,resaltador_amarillo,Resaltador Amarillo,3,1230.56
T9708,2025-03-31 13:06:51,RG_01,resaltador_amarillo,Resaltador Amarillo,1,1260.34
T9709,2025-05-10 11:42:10,rg-02,resaltador_amarillo,Resaltador Amarillo,2,1213.2
T9710,2025-05-12 13:53:44,rg-02,resaltador_amarillo,Resaltador Amarillo,2,1253.49
T9711,2025-03-09 02:27:09,RG_01,resaltador_amarillo,Resaltador Amarillo,2,1286.57
T9712,2025-03-24 09:25:22,rg-02,resaltador_amarillo,Resaltador Amarillo,3,1264.27
T9713,2025-02-08 16:25:06,rg-02,resaltador_amarillo,Resaltador Amarillo,2,1287.45
T9714,2025-02-16 01:27:31,rg-02,resaltador_amarillo,Resaltador Amarillo,1,1241.1
T9715,2025-02-27 10:51:54,rg-02,resaltador_amarillo,Resaltador Amarillo,3,1286.95
T9716,2025-06-11 04:15:19,rg-02,resaltador_amarillo,Resaltador Amarillo,1,1261.87
T9717,2025-04-20 21:25:13,rg-02,resaltador_amarillo,Resaltador Amarillo,1,1277.38
T9718,2025-05-25 16:45:14,RG_01,resaltador_amarillo,Resaltador Amarillo,3,1249.75
