transaction_id,transaction_datetime,branch_code,product_code,product_name,quantity,unit_price
T26,2025-01-01 08:21:00,rg_01,agenda2025plus#,Agenda 2025 Plus,1,2442.63
T27,2025-01-01 09:11:00,RG_01,calculadorabasica#,Calculadora Basica,3,2701.39
T27,2025-01-01 01:28:00,RG_01,lapiceraazulplus,Lapicera Azul Plus,2,1305.19
T27,2025-01-01 08:26:00,RG_01,lapiceranegraplus#,Lapicera Negra Plus,4,2331.0
T27,2025-01-01 04:42:00,RG_01,pincelfino,PINCEL FINO,5,1521.02
T28,2025-01-01 08:22:00,RG_01,CUADERNOUNIVERSITARIOPLUS,Cuaderno Universitario Plus,2,2165.53
T28,2025-01-01 06:17:00,RG_01,resm444plus,Resma A4 Plus,3,2575.36
T28,2025-01-01 04:37:00,RG_01,AGENDA2025PLUSPLUSPLUS,Agenda 2025 Plus Plus Plus,3,2151.17
T28,2025-01-01 03:09:00,RG_01,resmaa4#,Resma A4,5,858.66
T29,2025-01-01 03:03:00,RG_01,cuade91,CUADERNO RAYADO,3,2997.89
T29,2025-01-01 02:09:00,RG_01,lapiceranegra#,LAPICERA NEGRA,5,3422.88
T29,2025-01-01 05:48:00,RG_01,l4pizhb2,Lapiz HB2,4,2222.19
T30,2025-01-01 09:50:00,RG_01,cuadernouniversitario,CUADERNO UNIVERSITARIO,4,2966.35
T30,2025-01-01 02:01:00,RG_01,lapic54,Lapicera Negra Plus,1,3347.38
T30,2025-01-01 07:33:00,RG_01,mouseinalambricoplus#,Mouse Inalambrico Plus,5,1177.06
T30,2025-01-01 03:32:00,RG_01,MOUSEINALAMBRICOPLUS,MOUSE INALAMBRICO PLUS,1,680.69
T31,2025-01-01 08:01:00,RG_01,l4pizhb2plusplus,Lapiz HB2 Plus Plus,1,725.19
T31,2025-01-01 04:30:00,RG_01,lapiz81,Lapiz HB2 Plus Plus Plus,1,3078.82
T32,2025-01-01 04:32:00,RG_01,LAPIZHB2PLUS,LAPIZ HB2 PLUS,2,844.33
T32,2025-01-01 07:29:00,rg_01,m4rc4dores4rtist,Marcadores Artist,5,2285.13
T33,2025-01-01 00:40:00,RG_01,4gend42025plus,Agenda 2025 Plus,4,"2119,94"
T33,2025-01-01 00:21:00,RG_01,l4picer44zul,Lapicera Azul,5,773.98
T33,2025-01-01 07:32:00,RG_01,lapiz24,Lapiz HB2 Plus Plus Plus Plus,4,2768.81
T34,2025-01-01 01:47:00,RG_01,cuadernoa4#,Cuaderno A4,4,1910.03
T34,2025-01-01 09:23:00,rg_01,set4crilicos,Set Acrilicos,4,2487.75
T34,2025-01-01 00:01:00,RG_01,cuadernouniversitario#,Cuaderno Universitario,4,3410.55
T34,2025-01-01 07:32:00,RG_01,pendrive32gb,Pendrive 32GB,5,2055.32
T35,2025-01-01 04:05:00,RG_01,corre40,CORRECTOR PLUS,4,3142.54
T35,2025-01-01 02:00:00,RG_01,resaltadorplus#,Resaltador Plus,1,779.63
T35,2025-01-01 08:14:00,RG_01,setacrilicos#,Set Acrilicos,3,2026.62
T36,2025-01-01 02:19:00,RG_01,pendrive32gb#,Pendrive 32GB,5,3265.6
T36,2025-01-01 05:05:00,RG_01,agenda2025plus#,Agenda 2025 Plus,1,1301.52
T36,2025-01-01 09:16:00,RG_01,correctorplus,Corrector Plus,3,2115.74
T36,2025-01-01 07:00:00,rg_01,acuarelas#,Acuarelas,2,2215.39
T37,2025-01-01 00:37:00,rg_01,gr4p4dor4,Grapadora,2,3465.24
T37,2025-01-01 02:27:00,RG_01,correctorplus,CORRECTOR PLUS,4,"799,14"
T37,2025-01-01 05:36:00,RG_01,pincelfino#,Pincel Fino,4,1515.68
T37,2025-01-01 00:36:00,RG_01,tecl4dousbplus,Teclado USB Plus,4,2656.15
T38,2025-01-01 05:06:00,RG_01,l4pizhb2plus,Lapiz HB2 Plus,1,3435.01
T39,2025-01-01 09:39:00,rg-02,corrector,CORRECTOR,2,1792.06
T39,2025-01-01 08:29:00,rg-02,mouseinalambricoplus,Mouse Inalambrico Plus,5,3112.52
T39,2025-01-01 07:56:00,rg-02,pince87,PINCEL FINO,1,1878.71
T40,2025-01-01 07:14:00,rg-02,4rchiv4dor,ARCHIVADOR,3,3462.96
T40,2025-01-01 09:45:00,rg-02,gr4p4dor4,GRAPADORA,1,3060.01
T40,2025-01-01 00:50:00,rg-02,cuadernoa4plusplus#,Cuaderno A4 Plus Plus,1,1687.42
T40,2025-01-01 06:00:00,rg-02,setac25,Set Acrilicos,2,2827.22
T41,2025-01-01 07:31:00,rg-02,tecladousbplus,TECLADO USB PLUS,1,791.49
T41,2025-01-01 02:15:00,rg-02,setac47,Set Acrilicos,4,1480.16
T42,2025-01-01 05:02:00,rg-02,CALCULADORACIENTIFICA,Calculadora Cientifica,4,1270.91
T42,2025-01-01 06:46:00,rg-02,port4min4s,PORTAMINAS,2,922.27
T42,2025-01-01 06:17:00,rg-02,resm444plus,Resma A4 Plus,5,541.76
T43,2025-01-01 09:34:00,rg-02,cuadernorayado,Cuaderno Rayado,4,"2524,51"
T43,2025-01-01 01:59:00,rg-02,tecl4dousbplus,Teclado USB Plus,3,2971.57
T43,2025-01-01 07:44:00,rg-02,cuade96,Cuaderno Universitario,5,791.58
T44,2025-01-01 04:46:00,rg-02,resaltadorplus,Resaltador Plus,4,2464.77
T44,2025-01-01 06:16:00,rg-02,4cu4rel4s,ACUARELAS,1,3066.35
T45,2025-01-01 03:37:00,rg-02,PENDRIVE32GB,PENDRIVE 32GB,4,"3404,62"
T45,2025-01-01 03:30:00,rg-02,carpe98,Carpeta N3,2,1230.71
T45,2025-01-01 02:31:00,rg-02,MOUSEINALAMBRICO,Mouse Inalambrico,2,2939.16
T46,2025-01-01 00:26:00,rg-02,agenda2025,Agenda 2025,2,2120.65
T46,2025-01-01 07:11:00,rg-02,LAPICERAAZUL,Lapicera Azul,1,1022.74
T47,2025-01-01 00:44:00,rg-02,agend85,Agenda 2025 Plus,4,2281.0
T47,2025-01-01 06:51:00,rg-02,agenda2025plusplus#,Agenda 2025 Plus Plus,1,3392.08
T47,2025-01-01 02:31:00,rg-02,corre36,Corrector Plus,1,720.47
T48,2025-01-01 08:37:00,rg-02,GRAPADORA,Grapadora,5,3483.88
T48,2025-01-01 03:40:00,rg-02,agenda2025plusplus#,Agenda 2025 Plus Plus,5,3133.12
T48,2025-01-01 05:20:00,rg-02,agenda2025plus,Agenda 2025 Plus,1,1696.19
T49,2025-01-01 01:38:00,rg-02,portaminas,Portaminas,1,"773,67"
T49,2025-01-01 02:05:00,rg-02,lapiceraazulplus#,Lapicera Azul Plus,5,3369.87
T49,2025-01-01 06:00:00,rg-02,pendrive32gbplusplus,PENDRIVE 32GB PLUS PLUS,3,654.34
T49,2025-01-01 09:29:00,rg-02,cu4dernouniversit4rioplus,Cuaderno Universitario Plus,1,1172.73
T50,2025-01-01 09:30:00,rg-02,l4pizhb2plusplus,LAPIZ HB2 PLUS PLUS,5,3423.64
T50,2025-01-01 05:59:00,rg-02,lienz19,Lienzo 30x40,3,2608.1
T50,2025-01-01 09:03:00,rg-02,portaminas#,Portaminas,1,"925,62"
T50,2025-01-01 09:41:00,rg-02,corrector,CORRECTOR,3,1434.91
T51,2025-01-02 08:17:00,USH01,l4picer44zulplus,Lapicera Azul Plus,4,1142.64
T52,2025-01-02 08:18:00,USH01,ARCHIVADOR,Archivador,3,2605.64
T53,2025-01-02 04:21:00,USH01,LAPIZHB2,Lapiz HB2,2,1658.58
T54,2025-01-02 08:32:00,USH01,c4lcul4dor4b4sic4,CALCULADORA BASICA,5,1342.58
T54,2025-01-02 01:19:00,USH01,agenda2025plusplusplus#,Agenda 2025 Plus Plus Plus,1,977.67
T54,2025-01-02 00:21:00,USH01,pendr22,Pendrive 32GB Plus,3,3488.6
T54,2025-01-02 01:48:00,USH01,lapizhb2plusplusplus#,Lapiz HB2 Plus Plus Plus,1,4663.03
T55,2025-01-02 02:52:00,ush01,MARCADORESARTIST,Marcadores Artist,2,3932.38
T55,2025-01-02 02:31:00,USH01,pendrive32gb,PENDRIVE 32GB,3,4604.88
T55,2025-01-02 08:25:00,USH01,cuade73,Cuaderno A4 Plus,1,1442.05
T55,2025-01-02 05:23:00,USH01,lapiceranegraplus#,Lapicera Negra Plus,5,3500.57
T56,2025-01-02 05:17:00,USH01,LIENZO30X40,Lienzo 30x40,3,3283.96
T56,2025-01-02 08:39:00,USH01,setac75,Set Acrilicos,1,1122.27
T56,2025-01-02 09:45:00,USH01,agend42,Agenda 2025 Plus Plus Plus,4,4562.68
T57,2025-01-02 01:26:00,USH01,RESALTADOR,Resaltador,3,2692.2
T57,2025-01-02 02:42:00,USH01,correctorplus#,Corrector Plus,5,4962.14
T58,2025-01-02 01:36:00,USH01,l4picer44zulplus,Lapicera Azul Plus,3,"3311,12"
T58,2025-01-02 05:41:00,ush01,cuadernoa4plusplus,Cuaderno A4 Plus Plus,5,4850.52
T58,2025-01-02 01:26:00,USH01,m4rc4dores4rtist,Marcadores Artist,4,4864.33
T59,2025-01-02 06:11:00,USH01,4gend42025plusplus,Agenda 2025 Plus Plus,5,3615.92
T60,2025-01-02 05:02:00,USH01,pendr13,Pendrive 32GB,2,1751.48
T60,2025-01-02 02:14:00,USH01,agenda2025plusplusplus,AGENDA 2025 PLUS PLUS PLUS,1,4511.47
T60,2025-01-02 00:44:00,USH01,lapizhb2plusplusplus,Lapiz HB2 Plus Plus Plus,2,4038.61
T60,2025-01-02 04:04:00,USH01,mouseinalambricoplus,Mouse Inalambrico Plus,4,1996.7
T61,2025-01-02 07:08:00,USH01,agend26,AGENDA 2025 PLUS,4,4031.64
T61,2025-01-02 09:27:00,USH01,pince92,Pincel Fino,4,1019.16
T61,2025-01-02 08:45:00,ush01,SETACRILICOS,Set Acrilicos,2,1152.28
T61,2025-01-02 07:04:00,ush01,tecl4dousb,Teclado USB,3,4230.15
T62,2025-01-02 05:43:00,USH01,CORRECTOR,Corrector,3,1743.06
T63,2025-01-02 00:05:00,USH01,l4pizhb2plusplusplus,Lapiz HB2 Plus Plus Plus,4,4290.66
T63,2025-01-02 01:53:00,USH01,blocknot4s,BLOCK NOTAS,5,3104.98
T63,2025-01-02 01:53:00,USH01,acuar64,Acuarelas,5,2563.27
T63,2025-01-02 04:58:00,USH01,tecl4dousbplus,Teclado USB Plus,2,2964.58
T64,2025-01-02 06:09:00,ush01,calcu68,Calculadora Basica,1,3590.36
T64,2025-01-02 00:44:00,USH01,4gend42025plus,Agenda 2025 Plus,4,3127.44
T64,2025-01-02 01:46:00,USH01,4rchiv4dor,ARCHIVADOR,3,4111.78
T64,2025-01-02 07:55:00,USH01,archivador,Archivador,2,3093.26
T65,2025-01-02 03:26:00,ush01,PENDRIVE32GBPLUS,Pendrive 32GB Plus,4,"4060,0"
T66,2025-01-02 00:37:00,USH01,4gend42025plus,Agenda 2025 Plus,5,2472.54
T66,2025-01-02 06:16:00,USH01,cuadernoa4plusplus#,Cuaderno A4 Plus Plus,3,1000.78
T66,2025-01-02 08:29:00,USH01,gr4p4dor4,Grapadora,2,2223.95
T67,2025-01-02 05:28:00,ush01,cu4derno44,Cuaderno A4,2,2608.55
T67,2025-01-02 05:59:00,USH01,cu4derno44plus,Cuaderno A4 Plus,2,3814.18
T67,2025-01-02 06:55:00,USH01,lapizhb2plus,Lapiz HB2 Plus,1,"1953,13"
T67,2025-01-02 01:08:00,USH01,blocknot4s,Block Notas,4,"4364,41"
T68,2025-01-02 06:20:00,ush-02,cuade10,CUADERNO A4 PLUS,4,1444.44
T69,2025-01-02 01:56:00,ush-02,resmaa4plus#,Resma A4 Plus,3,2120.42
T69,2025-01-02 03:39:00,ush-02,lapizhb2plusplus#,Lapiz HB2 Plus Plus,3,1294.6
T69,2025-01-02 07:35:00,ush-02,4gend42025,Agenda 2025,4,4381.87
T70,2025-01-02 02:58:00,ush-02,lapizhb2plusplus,LAPIZ HB2 PLUS PLUS,3,3077.12
T71,2025-01-02 09:27:00,ush-02,agend60,AGENDA 2025,4,"1794,29"
T71,2025-01-02 08:10:00,ush-02,cuadernoa4#,Cuaderno A4,4,1076.14
T72,2025-01-02 08:49:00,ush-02,agend71,AGENDA 2025,1,4883.99
T73,2025-01-02 08:50:00,ush-02,lapizhb2plus,Lapiz HB2 Plus,1,2912.03
T73,2025-01-02 01:20:00,ush-02,pendr82,Pendrive 32GB Plus,5,1746.98
T74,2025-01-02 09:54:00,ush-02,mouse85,Mouse Inalambrico Plus,5,3040.61
T74,2025-01-02 00:29:00,ush-02,cuade83,Cuaderno A4 Plus,5,"2218,0"
T74,2025-01-02 00:31:00,ush-02,mouse81,Mouse Inalambrico,4,4021.23
T75,2025-01-02 01:14:00,ush-02,cuadernouniversitarioplus#,Cuaderno Universitario Plus,4,1828.49
T75,2025-01-02 05:26:00,ush-02,agenda2025plus#,AGENDA 2025 PLUS,5,1656.9
T75,2025-01-02 07:57:00,ush-02,corrector,CORRECTOR,1,2962.92
T76,2025-01-02 02:43:00,ush-02,set4crilicos,SET ACRILICOS,5,4770.62
T77,2025-01-02 05:15:00,ush-02,cuadernouniversitarioplus#,Cuaderno Universitario Plus,4,4983.07
T77,2025-01-02 04:48:00,ush-02,acuarelas#,Acuarelas,3,"1703,61"
T78,2025-01-02 06:52:00,ush-02,CUADERNORAYADO,Cuaderno Rayado,3,2609.9
T79,2025-01-02 07:41:00,ush-02,corre36,Corrector,1,3123.54
T79,2025-01-02 05:47:00,ush-02,cuadernouniversitario,CUADERNO UNIVERSITARIO,1,1340.39
T80,2025-01-02 05:41:00,ush-02,agenda2025plus#,AGENDA 2025 PLUS,1,969.07
T80,2025-01-02 06:42:00,ush-02,4gend42025plus,Agenda 2025 Plus,5,1387.08
T80,2025-01-02 09:36:00,ush-02,4gend42025plus,Agenda 2025 Plus,5,4278.82
T80,2025-01-02 00:27:00,ush-02,cuade34,Cuaderno Universitario,5,4915.57
T81,2025-01-02 06:29:00,ush-02,lapiceraazulplus,LAPICERA AZUL PLUS,5,2817.88
T82,2025-01-02 07:02:00,ush-02,pendr53,Pendrive 32GB,3,879.54
T83,2025-01-02 09:34:00,ush-02,agenda2025plusplusplus#,Agenda 2025 Plus Plus Plus,2,3855.09
T83,2025-01-02 05:50:00,ush-02,resm444,Resma A4,4,4818.08
T83,2025-01-02 03:50:00,ush-02,pendrive32gb,Pendrive 32GB,3,4820.82
T83,2025-01-02 09:33:00,ush-02,l4pizhb2plusplusplus,Lapiz HB2 Plus Plus Plus,3,3760.95
T84,2025-01-02 04:54:00,ush-02,resm444plus,Resma A4 Plus,2,4237.19
T84,2025-01-02 09:11:00,ush-02,4gend42025plusplus,AGENDA 2025 PLUS PLUS,4,1877.06
T84,2025-01-02 09:03:00,ush-02,MOUSEINALAMBRICOPLUS,MOUSE INALAMBRICO PLUS,2,3911.74
T84,2025-01-02 02:20:00,ush-02,carpetan3,Carpeta N3,1,3812.9
T85,2025-01-02 01:00:00,RG_01,agend12,Agenda 2025 Plus Plus,3,1098.37
T85,2025-01-02 02:59:00,RG_01,AGENDA2025PLUSPLUSPLUS,Agenda 2025 Plus Plus Plus,1,2669.35
T85,2025-01-02 04:56:00,RG_01,resm444plus,Resma A4 Plus,2,2863.88
T85,2025-01-02 09:16:00,RG_01,cuade18,Cuaderno Rayado,3,3285.36
T86,2025-01-02 03:10:00,rg_01,cu4dernouniversit4rio,Cuaderno Universitario,4,1492.05
T86,2025-01-02 06:55:00,RG_01,l4pizhb2plusplusplusplus,LAPIZ HB2 PLUS PLUS PLUS PLUS,5,1079.48
T87,2025-01-02 04:14:00,rg_01,calculadorabasica,Calculadora Basica,4,3445.06
T88,2025-01-02 06:08:00,RG_01,CARPETAN3,Carpeta N3,5,"1405,84"
T88,2025-01-02 05:18:00,RG_01,c4lcul4dor4cientific4,Calculadora Cientifica,5,1716.25
T88,2025-01-02 07:45:00,RG_01,tecl4dousb,Teclado USB,2,1157.39
T89,2025-01-02 01:23:00,RG_01,l4pizhb2plusplusplusplus,LAPIZ HB2 PLUS PLUS PLUS PLUS,2,2112.55
T89,2025-01-02 03:27:00,RG_01,lapiceranegraplus,Lapicera Negra Plus,5,836.63
T89,2025-01-02 08:20:00,rg_01,cuadernorayadoplus#,Cuaderno Rayado Plus,2,1825.52
T89,2025-01-02 00:59:00,RG_01,4gend42025plus,Agenda 2025 Plus,4,895.83
T90,2025-01-02 00:46:00,RG_01,PINCELFINO,Pincel Fino,2,2949.36
T90,2025-01-02 08:03:00,rg_01,resaltador,Resaltador,1,3303.75
T90,2025-01-02 06:31:00,RG_01,cuadernoa4plusplus#,CUADERNO A4 PLUS PLUS,4,2424.58
T90,2025-01-02 05:56:00,rg_01,cuadernoa4plusplus#,Cuaderno A4 Plus Plus,2,3123.66
T91,2025-01-02 09:17:00,RG_01,lapizhb2,Lapiz HB2,3,2768.54
T91,2025-01-02 01:55:00,rg_01,archivador#,Archivador,2,965.36
T92,2025-01-02 07:37:00,RG_01,ACUARELAS,Acuarelas,1,1118.24
T93,2025-01-02 00:57:00,rg_01,resmaa4plus,Resma A4 Plus,5,1816.89
T94,2025-01-02 02:26:00,RG_01,lapiceranegraplus,Lapicera Negra Plus,3,2293.75
T94,2025-01-02 02:59:00,RG_01,lienz55,Lienzo 30x40,5,682.87
T94,2025-01-02 05:26:00,RG_01,archivador,Archivador,4,3324.76
T95,2025-01-02 05:07:00,RG_01,lapizhb2plusplusplusplus#,Lapiz HB2 Plus Plus Plus Plus,2,2113.78
T95,2025-01-02 02:17:00,RG_01,lapizhb2plusplus,Lapiz HB2 Plus Plus,4,1738.03
T96,2025-01-02 03:15:00,rg_01,corre49,Corrector Plus,1,3041.4
T97,2025-01-02 09:32:00,RG_01,pendrive32gb,Pendrive 32GB,5,2913.95
T98,2025-01-02 08:10:00,RG_01,mouse90,Mouse Inalambrico,1,3311.48
T99,2025-01-02 09:06:00,RG_01,4cu4rel4s,Acuarelas,3,2156.24
T99,2025-01-02 05:27:00,RG_01,cu4dernouniversit4rioplus,Cuaderno Universitario Plus,4,1898.01
T99,2025-01-02 09:26:00,RG_01,lapiceranegraplus#,Lapicera Negra Plus,2,"3092,25"
T99,2025-01-02 04:11:00,RG_01,pendrive32gb,Pendrive 32GB,4,1489.6
T100,2025-01-02 09:19:00,rg-02,AGENDA2025PLUS,Agenda 2025 Plus,3,1004.7
T100,2025-01-02 07:02:00,rg-02,portaminas,PORTAMINAS,1,3335.56
T100,2025-01-02 01:01:00,rg-02,block86,Block Notas,5,527.42
T100,2025-01-02 07:01:00,rg-02,cu4derno44plusplus,Cuaderno A4 Plus Plus,1,1963.56
T101,2025-01-02 03:03:00,rg-02,lapic13,LAPICERA AZUL,4,2006.65
T101,2025-01-02 04:33:00,rg-02,pendrive32gb,Pendrive 32GB,3,2359.34
T101,2025-01-02 01:22:00,rg-02,AGENDA2025PLUS,AGENDA 2025 PLUS,2,2195.01
T102,2025-01-02 02:55:00,rg-02,gr4p4dor4,Grapadora,1,2158.1
T102,2025-01-02 09:40:00,rg-02,CUADERNORAYADO,Cuaderno Rayado,1,3184.37
T102,2025-01-02 03:03:00,rg-02,LIENZO30X40,Lienzo 30x40,5,3197.93
T102,2025-01-02 05:06:00,rg-02,lapic31,Lapicera Azul Plus,4,932.57
T103,2025-01-02 02:23:00,rg-02,LAPICERAAZULPLUS,Lapicera Azul Plus,3,3189.58
T103,2025-01-02 01:17:00,rg-02,archi99,Archivador,4,661.09
T103,2025-01-02 04:39:00,rg-02,resmaa4plus#,Resma A4 Plus,3,"3406,76"
T103,2025-01-02 09:59:00,rg-02,lapiz11,Lapiz HB2 Plus Plus,4,3323.43
T104,2025-01-02 02:37:00,rg-02,pendrive32gbplus,PENDRIVE 32GB PLUS,3,720.52
T104,2025-01-02 04:36:00,rg-02,lapizhb2,Lapiz HB2,4,3328.88
T105,2025-01-02 05:32:00,rg-02,cu4dernor4y4do,Cuaderno Rayado,3,578.79
T105,2025-01-02 04:08:00,rg-02,cuadernoa4plusplus#,CUADERNO A4 PLUS PLUS,5,754.1
T105,2025-01-02 02:51:00,rg-02,lienzo30x40,Lienzo 30x40,4,1403.39
T105,2025-01-02 08:27:00,rg-02,portaminas#,PORTAMINAS,2,1583.37
T106,2025-01-02 06:29:00,rg-02,lapizhb2#,Lapiz HB2,3,3346.47
T106,2025-01-02 03:25:00,rg-02,agenda2025plusplus#,Agenda 2025 Plus Plus,2,3422.68
T106,2025-01-02 04:08:00,rg-02,setacrilicos#,Set Acrilicos,4,2704.62
T107,2025-01-02 09:23:00,rg-02,lapiceraazulplus#,Lapicera Azul Plus,2,3491.79
T107,2025-01-02 01:10:00,rg-02,mouseinalambrico#,MOUSE INALAMBRICO,3,1815.36
T108,2025-01-02 06:26:00,rg-02,acuarelas#,Acuarelas,2,1258.05
T108,2025-01-02 06:08:00,rg-02,cuade69,Cuaderno A4 Plus,4,2019.84
T108,2025-01-02 06:03:00,rg-02,CUADERNOA4,Cuaderno A4,2,828.11
T109,2025-01-02 01:40:00,rg-02,lapiz66,Lapiz HB2 Plus Plus Plus Plus,4,1494.79
T109,2025-01-02 07:54:00,rg-02,lapiz76,LAPIZ HB2 PLUS PLUS PLUS,4,2225.71
T109,2025-01-02 01:27:00,rg-02,lapiceraazul,Lapicera Azul,3,1948.31
